,ID,date,from,to,y_pred,label
0,2001,2019-01-16,13:58:47.956,13:59:22.811,2,stand
1,2001,2019-01-16,13:59:22.972,13:59:58.15,0,sit
2,2001,2019-01-16,13:59:58.311,14:0:0.0,2,stand
3,2001,2019-01-16,14:0:0.0,14:00:36.696,2,stand
4,2001,2019-01-16,14:00:36.857,14:00:38.143,3,walk
5,2001,2019-01-16,14:00:38.302,14:00:43.602,2,stand
6,2001,2019-01-16,14:00:43.763,14:00:43.923,3,walk
7,2001,2019-01-16,14:00:44.115,14:00:44.566,2,stand
8,2001,2019-01-16,14:00:44.726,14:00:44.726,3,walk
9,2001,2019-01-16,14:00:44.887,14:00:46.975,2,stand
10,2001,2019-01-16,14:00:47.146,14:00:47.617,3,walk
11,2001,2019-01-16,14:00:47.778,14:00:47.778,2,stand
12,2001,2019-01-16,14:00:47.939,14:00:54.524,0,sit
13,2001,2019-01-16,14:00:54.684,14:01:01.59,3,walk
14,2001,2019-01-16,14:01:01.75,14:01:02.073,2,stand
15,2001,2019-01-16,14:01:02.234,14:01:03.839,0,sit
16,2001,2019-01-16,14:01:04.0,14:01:07.372,1,sleep
17,2001,2019-01-16,14:01:07.539,14:01:09.46,3,walk
18,2001,2019-01-16,14:01:09.622,14:01:13.476,0,sit
19,2001,2019-01-16,14:01:13.637,14:01:14.119,3,walk
20,2001,2019-01-16,14:01:14.28,14:01:21.83,0,sit
21,2001,2019-01-16,14:01:21.99,14:01:22.792,1,sleep
22,2001,2019-01-16,14:01:22.953,14:01:22.953,0,sit
23,2001,2019-01-16,14:01:23.114,14:01:23.435,2,stand
24,2001,2019-01-16,14:01:23.595,14:01:26.166,0,sit
25,2001,2019-01-16,14:01:26.326,14:01:27.612,3,walk
26,2001,2019-01-16,14:01:27.772,14:01:33.073,2,stand
27,2001,2019-01-16,14:01:33.234,14:01:33.876,3,walk
28,2001,2019-01-16,14:01:34.037,14:02:04.105,1,sleep
29,2001,2019-01-16,14:02:04.237,14:02:06.968,0,sit
30,2001,2019-01-16,14:02:07.129,14:02:08.895,2,stand
31,2001,2019-01-16,14:02:09.056,14:02:13.717,0,sit
32,2001,2019-01-16,14:02:13.876,14:02:15.162,3,walk
33,2001,2019-01-16,14:02:15.321,14:02:44.559,0,sit
34,2001,2019-01-16,14:02:44.722,14:02:45.683,1,sleep
35,2001,2019-01-16,14:02:45.843,14:02:48.735,0,sit
36,2001,2019-01-16,14:02:48.895,14:02:50.342,2,stand
37,2001,2019-01-16,14:02:50.501,14:02:51.305,1,sleep
